DATE_TIME,PLANT_ID_x,DC_POWER,AC_POWER,PLANT_ID_y,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION
2020-05-15 00:00:00,177827043,0.0,0.0,177827043,1122.9754402,1031.3450112,0.0
2020-05-15 00:15:00,177827043,0.0,0.0,177827043,1118.1542135333332,1015.2761395333331,0.0
2020-05-15 00:30:00,177827043,0.0,0.0,177827043,1110.656022186207,1011.8388030275861,0.0
2020-05-15 00:45:00,177827043,0.0,0.0,177827043,1104.7816942000002,1006.832802,0.0
2020-05-15 01:00:00,181962044,0.0,0.0,181962044,1126.788813857143,1039.5799272463055,0.0
2020-05-15 01:15:00,177827043,0.0,0.0,177827043,1098.5382169333334,1018.3353208666667,0.0
2020-05-15 01:30:00,177827043,0.0,0.0,177827043,1100.2876084666666,1024.1896747333335,0.0
2020-05-15 01:45:00,181962044,0.0,0.0,181962044,1128.4555158850574,1060.9715932275863,0.0
2020-05-15 02:00:00,177827043,0.0,0.0,177827043,1104.5183547333331,1026.7606990666663,0.0
2020-05-15 02:15:00,177827043,0.0,0.0,177827043,1102.2309201517241,1030.516392048276,0.0
2020-05-15 02:30:00,177827043,0.0,0.0,177827043,1102.8369183999998,1035.0415905333334,0.0
2020-05-15 02:45:00,177827043,0.0,0.0,177827043,1103.4055844,1043.5805622,0.0
2020-05-15 03:00:00,177827043,0.0,0.0,177827043,1104.563978275862,1051.2052186551725,0.0
2020-05-15 03:15:00,177827043,0.0,0.0,177827043,1100.1811347333332,1052.4760059333332,0.0
2020-05-15 03:30:00,177827043,0.0,0.0,177827043,1097.4193559333332,1050.8951432666665,0.0
2020-05-15 03:45:00,177827043,0.0,0.0,177827043,1094.4897774413794,1039.277660662069,0.0
2020-05-15 04:00:00,177827043,0.0,0.0,177827043,1083.5955794,1016.1647102,0.0
2020-05-15 04:15:00,181962044,0.0,0.0,181962044,1099.5519307034483,1024.2493272505747,0.0
2020-05-15 04:30:00,181962044,0.0,0.0,181962044,1089.9826956857141,1026.2827450333334,0.0
2020-05-15 04:45:00,181962044,0.0,0.0,181962044,1083.3714295724137,1028.3508240689655,0.0
2020-05-15 05:00:00,181962044,0.0,0.0,181962044,1084.4834968,1026.4427382000001,0.0
2020-05-15 05:15:00,177827043,0.0,0.0,177827043,1062.4236142,1008.3084375000001,0.0
2020-05-15 05:30:00,177827043,0.0,0.0,177827043,1059.0765648068966,1016.9683586275863,0.0
2020-05-15 05:45:00,177827043,0.0,0.0,177827043,1054.3814573999998,1008.3370901999999,0.08055434517799931
2020-05-15 06:00:00,177827043,1274.1421428633332,411.36250000133333,177827043,1050.1986718666667,996.0409449333332,0.4087896201466638
2020-05-15 06:15:00,177827043,6729.280714109524,1160.316309527619,177827043,1049.050380324138,1005.258799862069,0.9307424687310324
2020-05-15 06:30:00,181962044,16555.360476085716,2723.75083333619,181962044,1072.7871916666666,1043.7276982,2.020592703066665
2020-05-15 06:45:00,181962044,32077.48642985714,6164.106785728572,181962044,1083.879172275862,1104.1603305333333,4.375587302786207
2020-05-15 07:00:00,181962044,48079.16762033333,10667.0421429,181962044,1104.6332198,1228.9279178,7.510600393999998
2020-05-15 07:15:00,181962044,52943.84833,12603.169285766666,181962044,1119.641105,1311.5076213399016,10.392309434679802
2020-05-15 07:30:00,181962044,53728.624046952384,14195.930357095238,181962044,1131.0866365333334,1359.8738420666666,11.697675366666665
2020-05-15 07:45:00,181962044,56448.12428557143,16165.420356985715,181962044,1151.4022927126437,1411.0508090850574,13.047761804809193
2020-05-15 08:00:00,181962044,77214.36881009524,18498.419404690478,181962044,1168.1666333333335,1476.6048242,14.446656326666663
2020-05-15 08:15:00,181962044,116008.437142,23786.611309566666,181962044,1186.0766382666666,1590.9433877333336,18.81050415933333
2020-05-15 08:30:00,181962044,128182.57880633333,26714.036309433333,181962044,1209.0539278804597,1736.5877778206893,21.47772554349425
2020-05-15 08:45:00,181962044,110282.59285642857,26479.57928567143,181962044,1235.3187278666664,1756.0397719333334,20.632189086666664
2020-05-15 09:00:00,181962044,184296.22619133335,34507.34333333333,181962044,1258.2462952551723,1902.576205958621,28.101881364459764
2020-05-15 09:15:00,181962044,119021.27166652381,29447.454047761905,181962044,1277.7549247047618,1981.8277621999998,23.041070295047618
2020-05-15 09:30:00,181962044,96519.63666566667,27064.167619147618,181962044,1279.4184974114942,1832.1934931034482,22.130482940689653
2020-05-15 09:45:00,181962044,180429.20000071428,34420.844404661904,181962044,1294.1550094,1906.302220533333,29.500943369333335
2020-05-15 10:00:00,181962044,201596.93475919048,36039.60773800952,181962044,1331.5342853999998,2170.936009,32.97296882
2020-05-15 10:15:00,181962044,176181.80690433332,32573.463333333333,181962044,1346.5406370988508,2085.099418068966,31.836581201839078
2020-05-15 10:30:00,181962044,147177.635715,30271.078452566668,181962044,1373.3627130666666,2154.460287466666,29.990498046666662
2020-05-15 10:45:00,181962044,131807.31952366667,29308.867023738094,181962044,1365.0379153425288,2074.5534869931034,28.716915970068964
2020-05-15 11:00:00,181962044,211745.87237366667,36464.93642735714,181962044,1383.2032720000004,2184.5217841333333,35.07814170666666
2020-05-15 11:15:00,181962044,178058.58142809523,32997.49130944762,181962044,1418.2928640788177,2307.8283902955664,34.23716928960591
2020-05-15 11:30:00,181962044,173418.820714,32766.9239286,181962044,1428.6476042666666,2330.3569637333335,33.99003063133333
2020-05-15 11:45:00,181962044,184727.896427,33034.76261903333,181962044,1451.1766565747125,2275.4639264689654,31.26929051222988
2020-05-15 12:00:00,181962044,172790.7483327619,31795.60309510476,181962044,1462.3725622,2346.780128733333,32.161421182
2020-05-15 12:15:00,181962044,227578.1245332857,38035.48261840476,181962044,1493.4671113747127,2363.527634321839,38.83118034652874
2020-05-15 12:30:00,181962044,215546.14858142857,36561.79333247619,181962044,1498.5089306,2447.310974533333,35.320673651999996
2020-05-15 12:45:00,181962044,227005.56475966665,37617.9576196,181962044,1504.4560718,2383.9359712666665,38.28734203066667
2020-05-15 13:00:00,181962044,147680.49047633333,30119.010119033333,181962044,1519.7903054334975,2420.0031791625615,29.534412896945813
2020-05-15 13:15:00,181962044,167509.29928828572,31997.80809525238,181962044,1527.605827733333,2285.1546380666664,30.65679672
2020-05-15 13:30:00,181962044,194259.5519050476,35412.476071357145,181962044,1527.1391266620694,2284.0077966022986,32.340772864551724
2020-05-15 13:45:00,181962044,188716.90785542858,34047.30190511905,181962044,1524.4426765333337,2210.9448973333333,31.394279099333332
2020-05-15 14:00:00,181962044,240681.64762733332,39553.1660709,181962044,1553.3309323172414,2301.5060030574714,34.60661270505747
2020-05-15 14:15:00,181962044,278587.60572,43679.566429,181962044,1572.6391809333336,2388.5303111999997,37.83538156933333
2020-05-15 14:30:00,181962044,159921.4659515238,30631.237023780952,181962044,1569.6967029333334,2329.3175011333333,25.252806604666663
2020-05-15 14:45:00,181962044,178987.9740477143,33590.52773825238,181962044,1560.071052300492,2133.649558694581,27.033270785714286
2020-05-15 15:00:00,181962044,148682.09452380953,32242.406547690476,181962044,1562.135439333333,2116.820736066666,23.159304747333326
2020-05-15 15:15:00,181962044,162388.37618933333,32751.2067857,181962044,1564.8679700689656,2036.5510926022991,23.153461245149426
2020-05-15 15:30:00,181962044,180988.62809666665,30098.252976033335,181962044,1562.6383336666663,2026.5516142666665,22.304325691999995
